season,round,race_name,circuit_id,circuit_name,race_date,driver_id,driver_code,given_name,family_name,constructor_id,constructor_name,grid,position,points,status
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,alonso,ALO,Fernando,Alonso,mclaren,McLaren,15,14,0,Power Unit
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,19,15,0,Gearbox
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,16,16,0,Collision
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,stroll,STR,Lance,Stroll,williams,Williams,12,17,0,Collision
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,6,18,0,Brakes
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,20,19,0,Electrical
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,17,20,0,Power Unit
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,1,25,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,1,2,18,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,2,3,15,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,4,4,12,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,7,5,10,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,perez,PER,Sergio,Pérez,force_india,Force India,9,6,8,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,ocon,OCO,Esteban,Ocon,force_india,Force India,10,7,6,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,8,8,4,Finished
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,massa,MAS,Felipe,Massa,williams,Williams,6,9,2,+1 Lap
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,14,10,1,+1 Lap
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,stroll,STR,Lance,Stroll,williams,Williams,11,11,0,+1 Lap
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,12,12,0,+1 Lap
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,13,13,0,+1 Lap
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,20,14,0,+1 Lap
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,18,15,0,+1 Lap
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,17,16,0,+2 Laps
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,5,17,0,Brakes
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,16,18,0,Collision
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,19,19,0,Collision
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,2017-04-30,alonso,ALO,Fernando,Alonso,mclaren,McLaren,15,20,0,Power Unit
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,2,18,Finished
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,6,3,15,Finished
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,perez,PER,Sergio,Pérez,force_india,Force India,8,4,12,+1 Lap
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,ocon,OCO,Esteban,Ocon,force_india,Force India,10,5,10,+1 Lap
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,13,6,8,+1 Lap
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,12,7,6,+1 Lap
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,15,8,4,+1 Lap
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,19,9,2,+1 Lap
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,14,10,1,+1 Lap
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,16,11,0,+2 Laps
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,alonso,ALO,Fernando,Alonso,mclaren,McLaren,7,12,0,+2 Laps
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,massa,MAS,Felipe,Massa,williams,Williams,9,13,0,+2 Laps
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,11,14,0,+2 Laps
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,17,15,0,+2 Laps
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,stroll,STR,Lance,Stroll,williams,Williams,18,16,0,+2 Laps
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,17,0,Power Unit
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,20,18,0,Collision
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,5,19,0,Collision damage
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,2017-05-14,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,4,20,0,Collision damage
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,1,25,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,1,2,18,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,5,3,15,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,4,12,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,4,5,10,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,6,6,8,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,13,7,6,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,8,8,4,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,massa,MAS,Felipe,Massa,williams,Williams,14,9,2,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,11,10,1,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,16,11,0,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,ocon,OCO,Esteban,Ocon,force_india,Force India,15,12,0,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,perez,PER,Sergio,Pérez,force_india,Force India,7,13,0,Finished
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,9,14,0,Collision damage
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,stroll,STR,Lance,Stroll,williams,Williams,17,15,0,Brakes
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,12,16,0,Accident
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,19,17,0,Accident
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,button,BUT,Jenson,Button,mclaren,McLaren,20,18,0,Collision damage
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,18,19,0,Collision
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,2017-05-28,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,10,20,0,Gearbox
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,2,18,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,6,3,15,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,4,12,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,perez,PER,Sergio,Pérez,force_india,Force India,8,5,10,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,ocon,OCO,Esteban,Ocon,force_india,Force India,9,6,8,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,4,7,6,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,10,8,4,Finished
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,stroll,STR,Lance,Stroll,williams,Williams,17,9,2,+1 Lap
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,14,10,1,+1 Lap
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,15,11,0,+1 Lap
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,18,12,0,+1 Lap
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,19,13,0,+1 Lap
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,16,14,0,+1 Lap
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,20,15,0,+2 Laps
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,alonso,ALO,Fernando,Alonso,mclaren,McLaren,12,16,0,Power Unit
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,11,17,0,Power Unit
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,5,18,0,Electrical
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,massa,MAS,Felipe,Massa,williams,Williams,7,19,0,Collision
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,2017-06-11,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,13,20,0,Collision
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,10,1,25,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,2,2,18,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,stroll,STR,Lance,Stroll,williams,Williams,8,3,15,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,4,4,12,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,5,10,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,ocon,OCO,Esteban,Ocon,force_india,Force India,7,6,8,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,12,7,6,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,15,8,4,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,alonso,ALO,Fernando,Alonso,mclaren,McLaren,19,9,2,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,14,10,1,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,17,11,0,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,18,12,0,Finished
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,16,13,0,+1 Lap
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,3,14,0,Water pressure
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,perez,PER,Sergio,Pérez,force_india,Force India,6,15,0,Seat
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,massa,MAS,Felipe,Massa,williams,Williams,9,16,0,Suspension
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,13,17,0,Accident
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,5,18,0,Oil pressure
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,11,19,0,Battery
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,2017-06-25,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,20,20,0,Power Unit
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,1,1,25,Finished
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,2,18,Finished
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,4,3,15,Finished
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,8,4,12,Finished
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,3,5,10,Finished
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,6,6,8,Finished
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,perez,PER,Sergio,Pérez,force_india,Force India,7,7,6,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,ocon,OCO,Esteban,Ocon,force_india,Force India,9,8,4,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,massa,MAS,Felipe,Massa,williams,Williams,17,9,2,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,stroll,STR,Lance,Stroll,williams,Williams,18,10,1,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,16,11,0,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,13,12,0,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,11,13,0,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,20,14,0,+1 Lap
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,19,15,0,+2 Laps
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,14,16,0,+3 Laps
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,10,17,0,Engine
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,15,18,0,Hydraulics
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,alonso,ALO,Fernando,Alonso,mclaren,McLaren,12,19,0,Collision damage
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,2017-07-09,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,5,20,0,Collision damage
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,9,2,18,Finished
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,2,3,15,Finished
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,4,4,12,Finished
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,19,5,10,Finished
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,5,6,8,Finished
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,3,7,6,Finished
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,ocon,OCO,Esteban,Ocon,force_india,Force India,7,8,4,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,perez,PER,Sergio,Pérez,force_india,Force India,6,9,2,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,massa,MAS,Felipe,Massa,williams,Williams,14,10,1,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,8,11,0,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,16,12,0,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,10,13,0,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,18,14,0,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,12,15,0,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,stroll,STR,Lance,Stroll,williams,Williams,15,16,0,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,17,17,0,+1 Lap
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,alonso,ALO,Fernando,Alonso,mclaren,McLaren,20,18,0,Power Unit
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,13,19,0,Collision damage
2017,10,British Grand Prix,silverstone,Silverstone Circuit,2017-07-16,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,11,20,0,Hydraulics
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,1,1,25,Finished
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,2,2,18,Finished
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,3,15,Finished
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,4,4,12,Finished
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,5,5,10,Finished
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,alonso,ALO,Fernando,Alonso,mclaren,McLaren,7,6,8,Finished
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,9,7,6,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,perez,PER,Sergio,Pérez,force_india,Force India,13,8,4,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,ocon,OCO,Esteban,Ocon,force_india,Force India,11,9,2,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,8,10,1,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,16,11,0,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,10,12,0,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,15,13,0,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,stroll,STR,Lance,Stroll,williams,Williams,17,14,0,+1 Lap
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,18,15,0,+2 Laps
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,20,16,0,+2 Laps
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,12,17,0,Brakes
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,resta,DIR,Paul,di Resta,williams,Williams,19,18,0,Oil leak
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,14,19,0,Wheel nut
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,2017-07-30,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,6,20,0,Collision
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,2,18,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,6,3,15,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,4,4,12,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,5,10,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,7,6,8,Finished
