season,round,driver_id,qualifying_position,q1,q2,q3
2019,3,gasly,6,1:33.863,1:32.948,1:32.930
2019,3,ricciardo,7,1:33.709,1:33.214,1:32.958
2019,3,hulkenberg,8,1:33.644,1:33.968,1:32.962
2019,3,kevin_magnussen,9,1:34.036,1:33.150,
2019,3,grosjean,10,1:33.752,1:33.156,
2019,3,kvyat,11,1:33.783,1:33.236,
2019,3,perez,12,1:34.026,1:33.299,
2019,3,raikkonen,13,1:34.125,1:33.419,
2019,3,sainz,14,1:33.686,1:33.523,
2019,3,norris,15,1:34.148,1:33.967,
2019,3,stroll,16,1:34.292,,
2019,3,russell,17,1:35.253,,
2019,3,kubica,18,1:35.281,,
2019,4,bottas,1,1:42.026,1:41.500,1:40.495
2019,4,hamilton,2,1:41.614,1:41.580,1:40.554
2019,4,vettel,3,1:42.042,1:41.889,1:40.797
2019,4,max_verstappen,4,1:41.727,1:41.388,1:41.069
2019,4,perez,5,1:42.249,1:41.870,1:41.593
2019,4,kvyat,6,1:42.324,1:42.221,1:41.681
2019,4,norris,7,1:42.371,1:42.084,1:41.886
2019,4,giovinazzi,8,1:42.140,1:42.381,1:42.424
2019,4,leclerc,9,1:41.426,1:41.995,
2019,4,sainz,10,1:41.936,1:42.398,
2019,4,ricciardo,11,1:42.486,1:42.477,
2019,4,albon,12,1:42.154,1:42.494,
2019,4,kevin_magnussen,13,1:42.382,1:42.699,
2019,4,stroll,14,1:42.630,,
2019,4,grosjean,15,1:43.407,,
2019,4,hulkenberg,16,1:43.427,,
2019,4,russell,17,1:45.062,,
2019,4,kubica,18,1:45.455,,
2019,4,raikkonen,19,,,
2019,4,gasly,20,,,
2019,5,bottas,1,1:16.979,1:15.924,1:15.406
2019,5,hamilton,2,1:17.292,1:16.038,1:16.040
2019,5,vettel,3,1:17.425,1:16.667,1:16.272
2019,5,max_verstappen,4,1:17.244,1:16.726,1:16.357
2019,5,leclerc,5,1:17.388,1:16.714,1:16.588
2019,5,gasly,6,1:17.862,1:16.932,1:16.708
2019,5,grosjean,7,1:18.042,1:17.066,1:16.911
2019,5,kevin_magnussen,8,1:17.669,1:17.272,1:16.922
2019,5,kvyat,9,1:17.914,1:17.243,1:17.573
2019,5,ricciardo,10,1:18.385,1:17.299,1:18.106
2019,5,norris,11,1:17.611,1:17.338,
2019,5,albon,12,1:17.796,1:17.445,
2019,5,sainz,13,1:17.760,1:17.599,
2019,5,raikkonen,14,1:18.132,1:17.788,
2019,5,perez,15,1:18.286,1:17.886,
2019,5,hulkenberg,16,1:18.404,,
2019,5,stroll,17,1:18.471,,
2019,5,giovinazzi,18,1:18.664,,
2019,5,russell,19,1:19.072,,
2019,5,kubica,20,1:20.254,,
2019,6,hamilton,1,1:11.542,1:10.835,1:10.166
2019,6,bottas,2,1:11.562,1:10.701,1:10.252
2019,6,max_verstappen,3,1:11.597,1:10.618,1:10.641
2019,6,vettel,4,1:11.434,1:11.227,1:10.947
2019,6,gasly,5,1:11.740,1:11.457,1:11.041
2019,6,kevin_magnussen,6,1:11.865,1:11.363,1:11.109
2019,6,ricciardo,7,1:11.767,1:11.543,1:11.218
2019,6,kvyat,8,1:11.602,1:11.412,1:11.271
2019,6,sainz,9,1:11.872,1:11.608,1:11.417
2019,6,albon,10,1:12.007,1:11.429,1:11.653
2019,6,hulkenberg,11,1:12.097,1:11.670,
2019,6,norris,12,1:11.845,1:11.724,
2019,6,grosjean,13,1:11.837,1:12.027,
2019,6,raikkonen,14,1:11.993,1:12.115,
2019,6,giovinazzi,15,1:11.976,1:12.185,
2019,6,leclerc,16,1:12.149,,
2019,6,perez,17,1:12.233,,
2019,6,stroll,18,1:12.846,,
2019,6,russell,19,1:13.477,,
2019,6,kubica,20,1:13.751,,
2019,7,vettel,1,1:11.200,1:11.142,1:10.240
2019,7,hamilton,2,1:11.518,1:11.010,1:10.446
2019,7,leclerc,3,1:11.214,1:11.205,1:10.920
2019,7,ricciardo,4,1:11.837,1:11.532,1:11.071
2019,7,gasly,5,1:12.023,1:11.196,1:11.079
2019,7,bottas,6,1:11.229,1:11.095,1:11.101
2019,7,hulkenberg,7,1:11.720,1:11.553,1:11.324
2019,7,norris,8,1:11.780,1:11.735,1:11.863
2019,7,sainz,9,1:11.750,1:11.572,1:13.981
2019,7,kevin_magnussen,10,1:12.107,1:11.786,
2019,7,max_verstappen,11,1:11.619,1:11.800,
2019,7,kvyat,12,1:11.965,1:11.921,
2019,7,giovinazzi,13,1:12.122,1:12.136,
2019,7,albon,14,1:12.020,1:12.193,
2019,7,grosjean,15,1:12.109,,
2019,7,perez,16,1:12.197,,
2019,7,raikkonen,17,1:12.230,,
2019,7,stroll,18,1:12.266,,
2019,7,russell,19,1:13.617,,
2019,7,kubica,20,1:14.393,,
2019,8,hamilton,1,1:30.609,1:29.520,1:28.319
2019,8,bottas,2,1:30.550,1:29.437,1:28.605
2019,8,leclerc,3,1:30.647,1:29.699,1:28.965
2019,8,max_verstappen,4,1:31.327,1:30.099,1:29.409
2019,8,norris,5,1:30.989,1:30.019,1:29.418
2019,8,sainz,6,1:31.073,1:30.319,1:29.522
2019,8,vettel,7,1:31.075,1:29.506,1:29.799
2019,8,ricciardo,8,1:30.954,1:30.369,1:29.918
2019,8,gasly,9,1:31.152,1:30.421,1:30.184
2019,8,giovinazzi,10,1:31.180,1:30.408,1:33.420
2019,8,albon,11,1:31.445,1:30.461,
2019,8,raikkonen,12,1:30.972,1:30.533,
2019,8,hulkenberg,13,1:30.865,1:30.544,
2019,8,perez,14,1:30.964,1:30.738,
2019,8,kevin_magnussen,15,1:31.166,1:31.440,
2019,8,kvyat,16,1:31.564,,
2019,8,grosjean,17,1:31.626,,
2019,8,stroll,18,1:31.726,,
2019,8,russell,19,1:32.789,,
2019,8,kubica,20,1:33.205,,
2019,9,leclerc,1,1:04.138,1:03.378,1:03.003
2019,9,hamilton,2,1:03.818,1:03.803,1:03.262
2019,9,max_verstappen,3,1:03.807,1:03.835,1:03.439
2019,9,bottas,4,1:04.084,1:03.863,1:03.537
2019,9,kevin_magnussen,5,1:04.778,1:04.466,1:04.072
2019,9,norris,6,1:04.361,1:04.211,1:04.099
2019,9,raikkonen,7,1:04.615,1:04.056,1:04.166
2019,9,giovinazzi,8,1:04.450,1:04.194,1:04.179
2019,9,gasly,9,1:04.412,1:03.988,1:04.199
2019,9,vettel,10,1:04.430,1:03.667,
2019,9,grosjean,11,1:04.552,1:04.490,
2019,9,hulkenberg,12,1:04.733,1:04.516,
2019,9,albon,13,1:04.708,1:04.665,
2019,9,ricciardo,14,1:04.647,1:04.790,
2019,9,sainz,15,1:04.453,1:13.601,
2019,9,perez,16,1:04.789,,
2019,9,stroll,17,1:04.832,,
2019,9,kvyat,18,1:05.324,,
2019,9,russell,19,1:05.904,,
2019,9,kubica,20,1:06.206,,
2019,10,bottas,1,1:25.750,1:25.672,1:25.093
2019,10,hamilton,2,1:25.513,1:25.840,1:25.099
2019,10,leclerc,3,1:25.533,1:25.546,1:25.172
2019,10,max_verstappen,4,1:25.700,1:25.848,1:25.276
2019,10,gasly,5,1:26.273,1:26.038,1:25.590
2019,10,vettel,6,1:25.898,1:26.023,1:25.787
2019,10,ricciardo,7,1:26.428,1:26.283,1:26.182
2019,10,norris,8,1:26.079,1:26.385,1:26.224
2019,10,albon,9,1:26.482,1:26.403,1:26.345
2019,10,hulkenberg,10,1:26.568,1:26.397,1:26.386
2019,10,giovinazzi,11,1:26.449,1:26.519,
2019,10,raikkonen,12,1:26.558,1:26.546,
2019,10,sainz,13,1:26.203,1:26.578,
2019,10,grosjean,14,1:26.347,1:26.757,
2019,10,perez,15,1:26.649,1:26.928,
2019,10,kevin_magnussen,16,1:26.662,,
2019,10,kvyat,17,1:26.721,,
2019,10,stroll,18,1:26.762,,
2019,10,russell,19,1:27.789,,
2019,10,kubica,20,1:28.257,,
2019,11,hamilton,1,1:12.852,1:12.149,1:11.767
2019,11,max_verstappen,2,1:12.593,1:12.427,1:12.113
2019,11,bottas,3,1:13.075,1:12.424,1:12.129
2019,11,gasly,4,1:12.991,1:12.385,1:12.522
2019,11,raikkonen,5,1:13.066,1:12.519,1:12.538
2019,11,grosjean,6,1:13.146,1:12.769,1:12.851
2019,11,sainz,7,1:13.221,1:12.632,1:12.897
2019,11,perez,8,1:13.194,1:12.776,1:13.065
2019,11,hulkenberg,9,1:13.186,1:12.766,1:13.126
2019,11,leclerc,10,1:12.229,1:12.344,
2019,11,giovinazzi,11,1:13.170,1:12.786,
2019,11,kevin_magnussen,12,1:13.103,1:12.789,
2019,11,ricciardo,13,1:13.131,1:12.799,
2019,11,kvyat,14,1:13.278,1:13.135,
2019,11,stroll,15,1:13.256,1:13.450,
2019,11,norris,16,1:13.333,,
2019,11,albon,17,1:13.461,,
2019,11,russell,18,1:14.721,,
2019,11,kubica,19,1:14.839,,
2019,11,vettel,20,,,
2019,12,max_verstappen,1,1:15.817,1:15.573,1:14.572
2019,12,bottas,2,1:16.078,1:15.669,1:14.590
2019,12,hamilton,3,1:16.068,1:15.548,1:14.769
2019,12,leclerc,4,1:16.337,1:15.792,1:15.043
2019,12,vettel,5,1:16.452,1:15.885,1:15.071
2019,12,gasly,6,1:16.716,1:16.393,1:15.450
2019,12,norris,7,1:16.697,1:16.060,1:15.800
2019,12,sainz,8,1:16.493,1:16.308,1:15.852
2019,12,grosjean,9,1:16.978,1:16.319,1:16.013
2019,12,raikkonen,10,1:16.506,1:16.518,1:16.041
2019,12,hulkenberg,11,1:16.790,1:16.565,
2019,12,albon,12,1:16.912,1:16.687,
2019,12,kvyat,13,1:16.750,1:16.692,
2019,12,giovinazzi,14,1:16.894,1:16.804,
2019,12,kevin_magnussen,15,1:16.122,1:17.081,
2019,12,russell,16,1:17.031,,
2019,12,perez,17,1:17.109,,
2019,12,ricciardo,18,1:17.257,,
2019,12,stroll,19,1:17.542,,
2019,12,kubica,20,1:18.324,,
2019,13,leclerc,1,1:43.587,1:42.938,1:42.519
2019,13,vettel,2,1:44.109,1:43.037,1:43.267
2019,13,hamilton,3,1:45.260,1:43.592,1:43.282
2019,13,bottas,4,1:45.141,1:43.980,1:43.415
2019,13,max_verstappen,5,1:44.622,1:44.132,1:43.690
2019,13,ricciardo,6,1:45.560,1:44.103,1:44.257
2019,13,hulkenberg,7,1:45.899,1:44.549,1:44.542
2019,13,raikkonen,8,1:45.842,1:44.140,1:44.557
2019,13,perez,9,1:45.732,1:44.707,1:44.706
2019,13,kevin_magnussen,10,1:45.839,1:44.738,1:45.086
2019,13,grosjean,11,1:45.694,1:44.797,
2019,13,norris,12,1:46.154,1:44.847,
2019,13,stroll,13,1:46.000,1:45.047,
2019,13,albon,14,1:45.528,1:45.799,
2019,13,giovinazzi,15,1:45.637,,
2019,13,gasly,16,1:46.435,,
2019,13,sainz,17,1:46.507,,
2019,13,kvyat,18,1:46.518,,
2019,13,russell,19,1:47.548,,
2019,13,kubica,20,,,
2019,14,leclerc,1,1:20.126,1:19.553,1:19.307
2019,14,hamilton,2,1:20.272,1:19.464,1:19.346
2019,14,bottas,3,1:20.156,1:20.018,1:19.354
2019,14,vettel,4,1:20.378,1:19.715,1:19.457
2019,14,ricciardo,5,1:20.374,1:19.833,1:19.839
2019,14,hulkenberg,6,1:20.155,1:20.275,1:20.049
2019,14,sainz,7,1:20.413,1:20.202,1:20.455
2019,14,albon,8,1:20.382,1:20.021,
2019,14,stroll,9,1:20.643,1:20.498,
2019,14,raikkonen,10,1:20.634,1:20.515,
2019,14,giovinazzi,11,1:20.657,1:20.517,
2019,14,kevin_magnussen,12,1:20.616,1:20.615,
2019,14,kvyat,13,1:20.723,1:20.630,
2019,14,norris,14,1:20.646,1:21.068,
2019,14,gasly,15,1:20.508,1:21.125,
2019,14,grosjean,16,1:20.784,,
2019,14,perez,17,1:21.291,,
2019,14,russell,18,1:21.800,,
2019,14,kubica,19,1:22.356,,
2019,14,max_verstappen,20,,,
2019,15,leclerc,1,1:38.014,1:36.650,1:36.217
2019,15,hamilton,2,1:37.565,1:36.933,1:36.408
2019,15,vettel,3,1:38.374,1:36.720,1:36.437
2019,15,max_verstappen,4,1:38.540,1:37.089,1:36.813
2019,15,bottas,5,1:37.317,1:37.142,1:37.146
2019,15,albon,6,1:39.106,1:37.865,1:37.411
2019,15,sainz,7,1:38.882,1:37.982,1:37.818
2019,15,hulkenberg,8,1:39.001,1:38.580,1:38.264
2019,15,norris,9,1:38.606,1:37.572,1:38.329
2019,15,perez,10,1:39.909,1:38.520,
2019,15,giovinazzi,11,1:39.272,1:38.697,
2019,15,gasly,12,1:39.085,1:38.699,
2019,15,raikkonen,13,1:39.454,1:38.858,
2019,15,kevin_magnussen,14,1:39.942,1:39.650,
2019,15,kvyat,15,1:39.957,,
2019,15,stroll,16,1:39.979,,
2019,15,grosjean,17,1:40.277,,
2019,15,russell,18,1:40.867,,
2019,15,kubica,19,1:41.186,,
2019,15,ricciardo,20,,,
2019,16,leclerc,1,1:33.613,1:32.434,1:31.628
2019,16,hamilton,2,1:33.230,1:33.134,1:32.030
2019,16,vettel,3,1:33.032,1:32.536,1:32.053
2019,16,max_verstappen,4,1:33.368,1:32.634,1:32.310
2019,16,bottas,5,1:33.413,1:33.281,1:32.632
2019,16,sainz,6,1:34.184,1:33.807,1:33.222
2019,16,hulkenberg,7,1:34.236,1:33.898,1:33.289
2019,16,norris,8,1:34.201,1:33.725,1:33.301
2019,16,grosjean,9,1:34.283,1:33.643,1:33.517
2019,16,ricciardo,10,1:34.138,1:33.862,1:33.661
2019,16,gasly,11,1:34.456,1:33.950,
2019,16,perez,12,1:34.336,1:33.958,
2019,16,giovinazzi,13,1:34.755,1:34.037,
2019,16,kevin_magnussen,14,1:33.889,1:34.082,
2019,16,stroll,15,1:34.287,1:34.233,
2019,16,raikkonen,16,1:34.840,,
2019,16,russell,17,1:35.356,,
2019,16,kubica,18,1:36.474,,
2019,16,albon,19,1:39.197,,
2019,16,kvyat,20,1:39.544,,
2019,17,vettel,1,1:28.988,1:28.174,1:27.064
2019,17,leclerc,2,1:28.405,1:28.179,1:27.253
2019,17,bottas,3,1:28.896,1:27.688,1:27.293
2019,17,hamilton,4,1:28.735,1:27.826,1:27.302
2019,17,max_verstappen,5,1:28.754,1:28.499,1:27.851
2019,17,albon,6,1:29.351,1:28.156,1:27.851
2019,17,sainz,7,1:29.018,1:28.577,1:28.304
2019,17,norris,8,1:28.873,1:28.571,1:28.464
2019,17,gasly,9,1:29.411,1:28.779,1:28.836
2019,17,grosjean,10,1:29.572,1:29.144,1:29.341
2019,17,giovinazzi,11,1:29.604,1:29.254,
2019,17,stroll,12,1:29.594,1:29.345,
2019,17,raikkonen,13,1:29.636,1:29.358,
2019,17,kvyat,14,1:29.723,1:29.563,
2019,17,hulkenberg,15,1:29.619,1:30.112,
2019,17,ricciardo,16,1:29.822,,
2019,17,perez,17,1:30.344,,
2019,17,russell,18,1:30.364,,
2019,17,kevin_magnussen,19,,,
2019,17,kubica,20,,,
2019,18,max_verstappen,1,1:15.949,1:16.136,1:14.758
2019,18,leclerc,2,1:16.364,1:16.219,1:15.024
2019,18,vettel,3,1:16.696,1:15.914,1:15.170
2019,18,hamilton,4,1:16.424,1:15.721,1:15.262
2019,18,albon,5,1:16.175,1:16.574,1:15.336
2019,18,bottas,6,1:17.062,1:15.852,1:15.338
2019,18,sainz,7,1:17.044,1:16.267,1:16.014
2019,18,norris,8,1:17.092,1:16.447,1:16.322
2019,18,kvyat,9,1:17.041,1:16.657,1:16.469
2019,18,gasly,10,1:17.065,1:16.679,1:16.586
2019,18,perez,11,1:17.465,1:16.687,
2019,18,hulkenberg,12,1:17.608,1:16.885,
2019,18,ricciardo,13,1:17.270,1:16.933,
2019,18,raikkonen,14,1:17.225,1:16.967,
2019,18,giovinazzi,15,1:17.794,1:17.269,
2019,18,stroll,16,1:18.065,,
2019,18,kevin_magnussen,17,1:18.436,,
2019,18,grosjean,18,1:18.599,,
2019,18,russell,19,1:18.823,,
2019,18,kubica,20,1:20.179,,
2019,19,bottas,1,1:33.750,1:33.160,1:32.029
2019,19,vettel,2,1:33.766,1:33.782,1:32.041
2019,19,max_verstappen,3,1:33.549,1:33.120,1:32.096
2019,19,leclerc,4,1:33.988,1:32.760,1:32.137
2019,19,hamilton,5,1:33.454,1:33.045,1:32.321
2019,19,albon,6,1:33.984,1:32.898,1:32.548
2019,19,sainz,7,1:33.916,1:33.422,1:32.847
2019,19,norris,8,1:33.353,1:33.316,1:33.175
2019,19,ricciardo,9,1:33.835,1:33.608,1:33.488
2019,19,gasly,10,1:33.556,1:33.715,1:33.601
2019,19,hulkenberg,11,1:34.092,1:33.815,
2019,19,kevin_magnussen,12,1:33.812,1:33.979,
2019,19,kvyat,13,1:34.138,1:33.989,
2019,19,stroll,14,1:33.921,1:34.100,
2019,19,grosjean,15,1:34.161,1:34.158,
2019,19,giovinazzi,16,1:34.226,,
2019,19,raikkonen,17,1:34.369,,
2019,19,russell,18,1:35.372,,
2019,19,perez,19,1:35.808,,
2019,19,kubica,20,1:35.889,,
2019,20,max_verstappen,1,1:08.242,1:07.503,1:07.508
2019,20,vettel,2,1:08.556,1:08.050,1:07.631
2019,20,hamilton,3,1:08.614,1:08.088,1:07.699
2019,20,leclerc,4,1:08.496,1:07.888,1:07.728
2019,20,bottas,5,1:08.545,1:08.232,1:07.874
2019,20,albon,6,1:08.503,1:08.117,1:07.935
2019,20,gasly,7,1:08.909,1:08.770,1:08.837
2019,20,grosjean,8,1:09.197,1:08.705,1:08.854
2019,20,raikkonen,9,1:09.276,1:08.858,1:08.984
2019,20,kevin_magnussen,10,1:08.875,1:08.803,1:09.037
2019,20,norris,11,1:08.891,1:08.868,
2019,20,ricciardo,12,1:09.086,1:08.903,
2019,20,giovinazzi,13,1:09.175,1:08.919,
2019,20,hulkenberg,14,1:09.050,1:08.921,
2019,20,perez,15,1:09.288,1:09.035,
2019,20,kvyat,16,1:09.320,,
2019,20,stroll,17,1:09.536,,
2019,20,russell,18,1:10.126,,
2019,20,kubica,19,1:10.614,,
2019,20,sainz,20,,,
2019,21,hamilton,1,1:35.851,1:35.634,1:34.779
2019,21,bottas,2,1:36.200,1:35.674,1:34.973
2019,21,max_verstappen,3,1:36.390,1:36.275,1:35.139
2019,21,leclerc,4,1:36.478,1:35.543,1:35.219
2019,21,vettel,5,1:36.963,1:35.786,1:35.339
2019,21,albon,6,1:36.102,1:36.718,1:35.682
2019,21,norris,7,1:37.545,1:36.764,1:36.436
2019,21,ricciardo,8,1:37.106,1:36.785,1:36.456
2019,21,sainz,9,1:37.358,1:36.308,1:36.459
2019,21,hulkenberg,10,1:37.506,1:36.859,1:36.710
2019,21,perez,11,1:36.961,1:37.055,
2019,21,gasly,12,1:37.198,1:37.089,
2019,21,stroll,13,1:37.528,1:37.103,
2019,21,kvyat,14,1:37.683,1:37.141,
2019,21,kevin_magnussen,15,1:37.710,1:37.254,
2019,21,grosjean,16,1:38.051,,
2019,21,giovinazzi,17,1:38.114,,
2019,21,raikkonen,18,1:38.383,,
2019,21,russell,19,1:38.717,,
2019,21,kubica,20,1:39.236,,
2020,1,bottas,1,1:04.111,1:03.015,1:02.939
2020,1,hamilton,2,1:04.198,1:03.096,1:02.951
2020,1,max_verstappen,3,1:04.024,1:04.000,1:03.477
2020,1,norris,4,1:04.606,1:03.819,1:03.626
2020,1,albon,5,1:04.661,1:03.746,1:03.868
2020,1,perez,6,1:04.543,1:03.860,1:03.868
2020,1,leclerc,7,1:04.500,1:04.041,1:03.923
2020,1,sainz,8,1:04.537,1:03.971,1:03.971
2020,1,stroll,9,1:04.309,1:03.955,1:04.029
2020,1,ricciardo,10,1:04.556,1:04.023,1:04.239
2020,1,vettel,11,1:04.554,1:04.206,
2020,1,gasly,12,1:04.603,1:04.305,
2020,1,kvyat,13,1:05.031,1:04.431,
2020,1,ocon,14,1:04.933,1:04.643,
2020,1,grosjean,15,1:05.094,1:04.691,
2020,1,kevin_magnussen,16,1:05.164,,
2020,1,russell,17,1:05.167,,
2020,1,giovinazzi,18,1:05.175,,
2020,1,raikkonen,19,1:05.224,,
2020,1,latifi,20,1:05.757,,
2020,2,hamilton,1,1:18.188,1:17.825,1:19.273
2020,2,max_verstappen,2,1:18.297,1:17.938,1:20.489
2020,2,sainz,3,1:18.590,1:18.836,1:20.671
2020,2,bottas,4,1:18.791,1:18.657,1:20.701
2020,2,ocon,5,1:19.687,1:18.764,1:20.922
2020,2,norris,6,1:18.504,1:18.448,1:20.925
2020,2,albon,7,1:20.882,1:19.014,1:21.011
2020,2,gasly,8,1:20.192,1:18.744,1:21.028
2020,2,ricciardo,9,1:19.662,1:19.229,1:21.192
2020,2,vettel,10,1:20.243,1:19.545,1:21.651
2020,2,leclerc,11,1:20.871,1:19.628,
2020,2,russell,12,1:20.382,1:19.636,
2020,2,stroll,13,1:19.697,1:19.645,
2020,2,kvyat,14,1:19.824,1:19.717,
2020,2,kevin_magnussen,15,1:21.140,1:20.211,
2020,2,raikkonen,16,1:21.140,,
2020,2,perez,17,1:21.607,,
2020,2,latifi,18,1:21.759,,
2020,2,giovinazzi,19,1:21.831,,
2020,2,grosjean,20,,,
2020,3,hamilton,1,1:14.907,1:14.261,1:13.447
2020,3,bottas,2,1:15.474,1:14.530,1:13.554
2020,3,stroll,3,1:14.895,1:15.176,1:14.377
2020,3,perez,4,1:14.681,1:15.394,1:14.545
2020,3,vettel,5,1:15.455,1:15.131,1:14.774
2020,3,leclerc,6,1:15.793,1:15.006,1:14.817
2020,3,max_verstappen,7,1:15.495,1:14.976,1:14.849
2020,3,norris,8,1:15.444,1:15.085,1:14.966
2020,3,sainz,9,1:15.281,1:15.267,1:15.027
2020,3,gasly,10,1:15.767,1:15.508,
2020,3,ricciardo,11,1:15.848,1:15.661,
2020,3,russell,12,1:15.585,1:15.698,
2020,3,albon,13,1:15.722,1:15.715,
2020,3,ocon,14,1:15.719,1:15.742,
2020,3,latifi,15,1:16.105,1:16.544,
2020,3,kevin_magnussen,16,1:16.152,,
2020,3,kvyat,17,1:16.204,,
2020,3,grosjean,18,1:16.407,,
2020,3,giovinazzi,19,1:16.506,,
2020,3,raikkonen,20,1:16.614,,
2020,4,hamilton,1,1:25.900,1:25.347,1:24.303
2020,4,bottas,2,1:25.801,1:25.015,1:24.616
2020,4,max_verstappen,3,1:26.115,1:26.144,1:25.325
2020,4,leclerc,4,1:26.550,1:26.203,1:25.427
2020,4,norris,5,1:26.855,1:26.420,1:25.782
2020,4,stroll,6,1:26.243,1:26.501,1:25.839
2020,4,sainz,7,1:26.715,1:26.149,1:25.965
2020,4,ricciardo,8,1:26.677,1:26.339,1:26.009
2020,4,ocon,9,1:26.396,1:26.252,1:26.209
2020,4,vettel,10,1:26.469,1:26.455,1:26.339
2020,4,gasly,11,1:26.343,1:26.501,
2020,4,albon,12,1:26.565,1:26.545,
2020,4,hulkenberg,13,1:26.327,1:26.566,
2020,4,kvyat,14,1:26.774,1:26.744,
2020,4,russell,15,1:26.732,1:27.092,
2020,4,kevin_magnussen,16,1:27.158,,
2020,4,giovinazzi,17,1:27.164,,
2020,4,raikkonen,18,1:27.366,,
2020,4,grosjean,19,1:27.643,,
2020,4,latifi,20,1:27.705,,
2020,5,bottas,1,1:26.738,1:25.785,1:25.154
2020,5,hamilton,2,1:26.818,1:26.266,1:25.217
2020,5,hulkenberg,3,1:27.279,1:26.261,1:26.082
2020,5,max_verstappen,4,1:27.154,1:26.779,1:26.176
2020,5,ricciardo,5,1:27.442,1:26.636,1:26.297
2020,5,stroll,6,1:27.187,1:26.674,1:26.428
2020,5,gasly,7,1:27.154,1:26.523,1:26.534
2020,5,leclerc,8,1:27.427,1:26.709,1:26.614
2020,5,albon,9,1:27.153,1:26.642,1:26.669
2020,5,norris,10,1:27.217,1:26.885,1:26.778
2020,5,ocon,11,1:27.278,1:27.011,
2020,5,vettel,12,1:27.612,1:27.078,
2020,5,sainz,13,1:27.450,1:27.083,
2020,5,grosjean,14,1:27.519,1:27.254,
2020,5,russell,15,1:27.757,1:27.455,
2020,5,kvyat,16,1:27.882,,
2020,5,kevin_magnussen,17,1:28.236,,
2020,5,latifi,18,1:28.430,,
2020,5,giovinazzi,19,1:28.433,,
2020,5,raikkonen,20,1:28.493,,
2020,6,hamilton,1,1:16.872,1:16.013,1:15.584
2020,6,bottas,2,1:17.243,1:16.152,1:15.643
2020,6,max_verstappen,3,1:17.213,1:16.518,1:16.292
2020,6,perez,4,1:17.117,1:16.936,1:16.482
2020,6,stroll,5,1:17.316,1:16.666,1:16.589
2020,6,albon,6,1:17.419,1:17.163,1:17.029
2020,6,sainz,7,1:17.438,1:16.876,1:17.044
2020,6,norris,8,1:17.577,1:17.166,1:17.084
2020,6,leclerc,9,1:17.256,1:16.953,1:17.087
2020,6,gasly,10,1:17.356,1:16.800,1:17.136
2020,6,vettel,11,1:17.573,1:17.168,
2020,6,kvyat,12,1:17.676,1:17.192,
2020,6,ricciardo,13,1:17.667,1:17.198,
2020,6,raikkonen,14,1:17.797,1:17.386,
2020,6,ocon,15,1:17.765,1:17.567,
2020,6,kevin_magnussen,16,1:17.908,,
2020,6,grosjean,17,1:18.089,,
2020,6,russell,18,1:18.099,,
2020,6,latifi,19,1:18.532,,
2020,6,giovinazzi,20,1:18.697,,
