season,round,driver_id,qualifying_position,q1,q2,q3
2016,3,button,13,1:37.593,1:39.093,
2016,3,grosjean,14,1:38.425,1:39.830,
2016,3,ericsson,15,1:38.321,1:40.742,
2016,3,nasr,16,1:38.654,1:42.430,
2016,3,kevin_magnussen,17,1:38.673,,
2016,3,gutierrez,18,1:38.770,,
2016,3,jolyon_palmer,19,1:39.528,,
2016,3,haryanto,20,1:40.264,,
2016,3,wehrlein,21,,,
2016,3,hamilton,22,,,
2016,4,rosberg,1,1:36.119,1:35.337,1:35.417
2016,4,vettel,2,1:36.555,1:36.623,1:36.123
2016,4,bottas,3,1:37.746,1:37.140,1:36.536
2016,4,raikkonen,4,1:36.976,1:36.741,1:36.663
2016,4,massa,5,1:37.753,1:37.230,1:37.016
2016,4,ricciardo,6,1:38.091,1:37.569,1:37.125
2016,4,perez,7,1:38.006,1:37.282,1:37.212
2016,4,kvyat,8,1:38.265,1:37.606,1:37.459
2016,4,max_verstappen,9,1:38.123,1:37.510,1:37.583
2016,4,hamilton,10,1:36.006,1:35.820,
2016,4,sainz,11,1:37.784,1:37.652,
2016,4,button,12,1:38.332,1:37.701,
2016,4,hulkenberg,13,1:38.562,1:37.771,
2016,4,alonso,14,1:37.971,1:37.807,
2016,4,grosjean,15,1:38.383,1:38.055,
2016,4,gutierrez,16,1:38.678,1:38.115,
2016,4,kevin_magnussen,17,1:38.914,,
2016,4,jolyon_palmer,18,1:39.009,,
2016,4,nasr,19,1:39.018,,
2016,4,wehrlein,20,1:39.399,,
2016,4,haryanto,21,1:39.463,,
2016,4,ericsson,22,1:39.519,,
2016,5,hamilton,1,1:23.214,1:22.159,1:22.000
2016,5,rosberg,2,1:23.002,1:22.759,1:22.280
2016,5,ricciardo,3,1:23.749,1:23.585,1:22.680
2016,5,max_verstappen,4,1:23.578,1:23.178,1:23.087
2016,5,raikkonen,5,1:23.796,1:23.504,1:23.113
2016,5,vettel,6,1:24.124,1:23.688,1:23.334
2016,5,bottas,7,1:24.251,1:24.023,1:23.522
2016,5,sainz,8,1:24.496,1:24.077,1:23.643
2016,5,perez,9,1:24.698,1:24.003,1:23.782
2016,5,alonso,10,1:24.578,1:24.192,1:23.981
2016,5,hulkenberg,11,1:24.463,1:24.203,
2016,5,button,12,1:24.583,1:24.348,
2016,5,kvyat,13,1:24.696,1:24.445,
2016,5,grosjean,14,1:24.716,1:24.480,
2016,5,kevin_magnussen,15,1:24.669,1:24.625,
2016,5,gutierrez,16,1:24.406,1:24.778,
2016,5,jolyon_palmer,17,1:24.903,,
2016,5,massa,18,1:24.941,,
2016,5,ericsson,19,1:25.202,,
2016,5,nasr,20,1:25.579,,
2016,5,wehrlein,21,1:25.745,,
2016,5,haryanto,22,1:25.939,,
2016,6,ricciardo,1,1:14.912,1:14.357,1:13.622
2016,6,rosberg,2,1:14.873,1:14.043,1:13.791
2016,6,hamilton,3,1:14.826,1:14.056,1:13.942
2016,6,vettel,4,1:14.610,1:14.318,1:14.552
2016,6,hulkenberg,5,1:15.333,1:14.989,1:14.726
2016,6,raikkonen,6,1:15.499,1:14.789,1:14.732
2016,6,sainz,7,1:15.467,1:14.805,1:14.749
2016,6,perez,8,1:15.328,1:14.937,1:14.902
2016,6,kvyat,9,1:15.384,1:14.794,1:15.273
2016,6,alonso,10,1:15.504,1:15.107,1:15.363
2016,6,bottas,11,1:15.521,1:15.273,
2016,6,gutierrez,12,1:15.592,1:15.293,
2016,6,button,13,1:15.554,1:15.352,
2016,6,massa,14,1:15.710,1:15.385,
2016,6,grosjean,15,1:15.465,1:15.571,
2016,6,kevin_magnussen,16,1:16.253,1:16.058,
2016,6,ericsson,17,1:16.299,,
2016,6,jolyon_palmer,18,1:16.586,,
2016,6,haryanto,19,1:17.295,,
2016,6,wehrlein,20,1:17.452,,
2016,6,max_verstappen,21,1:22.467,,
2016,6,nasr,22,,,
2016,7,hamilton,1,1:14.121,1:13.076,1:12.812
2016,7,rosberg,2,1:13.714,1:13.094,1:12.874
2016,7,vettel,3,1:13.925,1:13.857,1:12.990
2016,7,ricciardo,4,1:14.030,1:13.540,1:13.166
2016,7,max_verstappen,5,1:14.601,1:13.793,1:13.414
2016,7,raikkonen,6,1:14.477,1:13.849,1:13.579
2016,7,bottas,7,1:14.389,1:13.791,1:13.670
2016,7,massa,8,1:14.815,1:13.864,1:13.769
2016,7,hulkenberg,9,1:14.663,1:14.166,1:13.952
2016,7,alonso,10,1:15.026,1:14.260,1:14.338
2016,7,perez,11,1:14.814,1:14.317,
2016,7,button,12,1:14.755,1:14.437,
2016,7,kvyat,13,1:14.829,1:14.457,
2016,7,gutierrez,14,1:15.148,1:14.571,
2016,7,grosjean,15,1:15.444,1:14.803,
2016,7,sainz,16,1:14.714,1:21.956,
2016,7,jolyon_palmer,17,1:15.459,,
2016,7,wehrlein,18,1:15.599,,
2016,7,ericsson,19,1:15.635,,
2016,7,nasr,20,1:16.663,,
2016,7,haryanto,21,1:17.052,,
2016,8,rosberg,1,1:43.685,1:42.520,1:42.758
2016,8,perez,2,1:44.462,1:43.939,1:43.515
2016,8,ricciardo,3,1:44.570,1:44.141,1:43.966
2016,8,vettel,4,1:45.062,1:44.461,1:43.966
2016,8,raikkonen,5,1:44.936,1:44.533,1:44.269
2016,8,massa,6,1:45.494,1:44.696,1:44.483
2016,8,kvyat,7,1:44.694,1:44.687,1:44.717
2016,8,bottas,8,1:44.706,1:44.477,1:45.246
2016,8,max_verstappen,9,1:44.939,1:44.387,1:45.570
2016,8,hamilton,10,1:44.259,1:43.526,2:01.954
2016,8,grosjean,11,1:45.507,1:44.755,
2016,8,hulkenberg,12,1:44.860,1:44.824,
2016,8,sainz,13,1:44.827,1:45.000,
2016,8,alonso,14,1:45.525,1:45.270,
2016,8,gutierrez,15,1:45.300,1:45.349,
2016,8,nasr,16,1:45.549,1:46.048,
2016,8,haryanto,17,1:45.665,,
2016,8,wehrlein,18,1:45.750,,
2016,8,button,19,1:45.804,,
2016,8,ericsson,20,1:46.231,,
2016,8,kevin_magnussen,21,1:46.348,,
2016,8,jolyon_palmer,22,1:46.394,,
2016,9,hamilton,1,1:06.947,1:06.228,1:07.922
2016,9,rosberg,2,1:06.516,1:06.403,1:08.465
2016,9,hulkenberg,3,1:07.385,1:07.257,1:09.285
2016,9,vettel,4,1:06.761,1:06.602,1:09.781
2016,9,button,5,1:07.653,1:07.572,1:09.900
2016,9,raikkonen,6,1:07.240,1:06.940,1:09.901
2016,9,ricciardo,7,1:07.500,1:06.840,1:09.980
2016,9,bottas,8,1:07.148,1:06.911,1:10.440
2016,9,max_verstappen,9,1:07.131,1:06.866,1:11.153
2016,9,massa,10,1:07.419,1:07.145,1:11.977
2016,9,gutierrez,11,1:07.660,1:07.578,
2016,9,wehrlein,12,1:07.565,1:07.700,
2016,9,grosjean,13,1:07.662,1:07.850,
2016,9,alonso,14,1:07.671,1:08.154,
2016,9,sainz,15,1:07.618,,
2016,9,perez,16,1:07.657,,
2016,9,kevin_magnussen,17,1:07.941,,
2016,9,jolyon_palmer,18,1:07.965,,
2016,9,haryanto,19,1:08.026,,
2016,9,kvyat,20,1:08.409,,
2016,9,ericsson,21,1:08.418,,
2016,9,nasr,22,1:08.446,,
2016,10,hamilton,1,1:30.739,1:29.243,1:29.287
2016,10,rosberg,2,1:30.724,1:29.970,1:29.606
2016,10,max_verstappen,3,1:31.305,1:30.697,1:30.313
2016,10,ricciardo,4,1:31.684,1:31.319,1:30.618
2016,10,raikkonen,5,1:31.326,1:31.385,1:30.881
2016,10,vettel,6,1:31.606,1:30.711,1:31.490
2016,10,bottas,7,1:31.913,1:31.478,1:31.557
2016,10,sainz,8,1:32.115,1:31.708,1:31.989
2016,10,hulkenberg,9,1:32.349,1:31.770,1:32.172
2016,10,alonso,10,1:32.281,1:31.740,1:32.343
2016,10,perez,11,1:32.336,1:31.875,
2016,10,massa,12,1:32.146,1:32.002,
2016,10,grosjean,13,1:32.283,1:32.050,
2016,10,gutierrez,14,1:32.237,1:32.241,
2016,10,kvyat,15,1:32.553,1:32.306,
2016,10,kevin_magnussen,16,1:32.729,1:37.060,
2016,10,button,17,1:32.788,,
2016,10,jolyon_palmer,18,1:32.905,,
2016,10,haryanto,19,1:33.098,,
2016,10,wehrlein,20,1:33.151,,
2016,10,nasr,21,1:33.544,,
2016,11,rosberg,1,1:33.302,1:22.806,1:19.965
2016,11,hamilton,2,1:34.210,1:24.836,1:20.108
2016,11,ricciardo,3,1:39.968,1:23.234,1:20.280
2016,11,max_verstappen,4,1:40.424,1:22.660,1:20.557
2016,11,vettel,5,1:35.718,1:24.082,1:20.874
2016,11,sainz,6,1:36.115,1:24.734,1:21.131
2016,11,alonso,7,1:35.165,1:23.816,1:21.211
2016,11,button,8,1:37.983,1:24.456,1:21.597
2016,11,hulkenberg,9,1:41.471,1:23.901,1:21.823
2016,11,bottas,10,1:42.758,1:24.506,1:22.182
2016,11,grosjean,11,1:35.906,1:24.941,
2016,11,kvyat,12,1:36.714,1:25.301,
2016,11,perez,13,1:41.411,1:25.416,
2016,11,raikkonen,14,1:36.853,1:25.435,
2016,11,gutierrez,15,1:38.959,1:26.189,
2016,11,nasr,16,1:37.772,1:27.063,
2016,11,jolyon_palmer,17,1:43.965,,
2016,11,massa,18,1:43.999,,
2016,11,kevin_magnussen,19,1:44.543,,
2016,11,ericsson,20,1:46.984,,
2016,11,wehrlein,21,1:47.343,,
2016,11,haryanto,22,1:50.189,,
2016,12,rosberg,1,1:15.485,1:14.839,1:14.363
2016,12,hamilton,2,1:15.243,1:14.748,1:14.470
2016,12,ricciardo,3,1:15.591,1:15.545,1:14.726
2016,12,max_verstappen,4,1:15.875,1:15.124,1:14.834
2016,12,raikkonen,5,1:15.752,1:15.242,1:15.142
2016,12,vettel,6,1:15.927,1:15.630,1:15.315
2016,12,hulkenberg,7,1:16.301,1:15.623,1:15.510
2016,12,bottas,8,1:15.952,1:15.490,1:15.530
2016,12,perez,9,1:16.169,1:15.500,1:15.537
2016,12,massa,10,1:16.503,1:15.699,1:15.615
2016,12,gutierrez,11,1:15.987,1:15.883,
2016,12,button,12,1:16.172,1:15.909,
2016,12,sainz,13,1:16.317,1:15.989,
2016,12,alonso,14,1:16.338,1:16.041,
2016,12,grosjean,15,1:16.328,1:16.086,
2016,12,jolyon_palmer,16,1:16.636,1:16.665,
2016,12,kevin_magnussen,17,1:16.716,,
2016,12,wehrlein,18,1:16.717,,
2016,12,kvyat,19,1:16.876,,
2016,12,haryanto,20,1:16.977,,
2016,12,nasr,21,1:17.123,,
2016,12,ericsson,22,1:17.238,,
2016,13,rosberg,1,1:48.019,1:46.999,1:46.744
2016,13,max_verstappen,2,1:48.407,1:47.163,1:46.893
2016,13,raikkonen,3,1:47.912,1:47.664,1:46.910
2016,13,vettel,4,1:47.802,1:47.944,1:47.108
2016,13,ricciardo,5,1:48.407,1:48.027,1:47.216
2016,13,perez,6,1:48.106,1:47.485,1:47.407
2016,13,hulkenberg,7,1:48.080,1:47.317,1:47.543
2016,13,bottas,8,1:48.655,1:47.918,1:47.612
2016,13,button,9,1:48.700,1:48.051,1:48.114
2016,13,massa,10,1:47.738,1:47.667,1:48.263
2016,13,grosjean,11,1:48.751,1:48.316,
2016,13,kevin_magnussen,12,1:48.800,1:48.485,
2016,13,gutierrez,13,1:48.748,1:48.598,
2016,13,jolyon_palmer,14,1:48.901,1:48.888,
2016,13,sainz,15,1:48.876,1:49.038,
2016,13,wehrlein,16,1:48.554,1:49.320,
2016,13,nasr,17,1:48.949,,
2016,13,ocon,18,1:49.050,,
2016,13,kvyat,19,1:49.058,,
2016,13,ericsson,20,1:49.071,,
2016,13,hamilton,21,1:50.033,,
2016,14,hamilton,1,1:21.854,1:21.498,1:21.135
2016,14,rosberg,2,1:22.497,1:21.809,1:21.613
2016,14,vettel,3,1:23.077,1:22.275,1:21.972
2016,14,raikkonen,4,1:23.217,1:22.568,1:22.065
2016,14,bottas,5,1:23.264,1:22.499,1:22.388
2016,14,ricciardo,6,1:23.158,1:22.638,1:22.389
2016,14,max_verstappen,7,1:23.229,1:22.857,1:22.411
2016,14,perez,8,1:23.439,1:22.922,1:22.814
2016,14,hulkenberg,9,1:23.259,1:22.951,1:22.836
2016,14,gutierrez,10,1:23.386,1:22.856,1:23.184
2016,14,massa,11,1:23.489,1:22.967,
2016,14,grosjean,12,1:23.421,1:23.092,
2016,14,alonso,13,1:23.783,1:23.273,
2016,14,wehrlein,14,1:23.760,1:23.315,
2016,14,button,15,1:23.666,1:23.399,
2016,14,sainz,16,1:23.661,1:23.496,
2016,14,kvyat,17,1:23.825,,
2016,14,nasr,18,1:23.956,,
2016,14,ericsson,19,1:24.087,,
2016,14,jolyon_palmer,20,1:24.230,,
2016,14,kevin_magnussen,21,1:24.436,,
2016,15,rosberg,1,1:45.316,1:43.020,1:42.584
2016,15,ricciardo,2,1:44.255,1:43.933,1:43.115
2016,15,hamilton,3,1:45.167,1:43.471,1:43.288
2016,15,max_verstappen,4,1:45.036,1:44.112,1:43.328
2016,15,raikkonen,5,1:44.964,1:44.159,1:43.540
2016,15,sainz,6,1:45.499,1:44.493,1:44.197
2016,15,kvyat,7,1:45.291,1:44.475,1:44.469
2016,15,hulkenberg,8,1:46.081,1:44.737,1:44.479
2016,15,alonso,9,1:45.373,1:44.653,1:44.553
2016,15,perez,10,1:45.204,1:44.703,1:44.582
2016,15,bottas,11,1:46.086,1:44.740,
2016,15,massa,12,1:46.056,1:44.991,
2016,15,button,13,1:45.262,1:45.144,
2016,15,gutierrez,14,1:45.465,1:45.593,
2016,15,grosjean,15,1:45.609,1:45.723,
2016,15,ericsson,16,1:46.427,1:47.827,
2016,15,kevin_magnussen,17,1:46.825,,
2016,15,nasr,18,1:46.860,,
2016,15,jolyon_palmer,19,1:46.960,,
2016,15,wehrlein,20,1:47.667,,
2016,15,ocon,21,1:48.296,,
2016,15,vettel,22,1:49.116,,
2016,16,hamilton,1,1:34.444,1:33.046,1:32.850
2016,16,rosberg,2,1:34.460,1:33.609,1:33.264
2016,16,max_verstappen,3,1:35.443,1:33.775,1:33.420
2016,16,ricciardo,4,1:35.079,1:33.888,1:33.467
2016,16,vettel,5,1:34.557,1:33.972,1:33.584
2016,16,raikkonen,6,1:34.556,1:33.903,1:33.632
2016,16,perez,7,1:35.068,1:34.538,1:34.319
2016,16,hulkenberg,8,1:34.827,1:34.441,1:34.489
2016,16,button,9,1:35.267,1:34.431,1:34.518
2016,16,massa,10,1:35.267,1:34.422,1:34.671
2016,16,bottas,11,1:35.166,1:34.577,
2016,16,grosjean,12,1:35.400,1:35.001,
2016,16,gutierrez,13,1:35.658,1:35.097,
2016,16,kevin_magnussen,14,1:35.593,1:35.277,
2016,16,kvyat,15,1:35.695,1:35.369,
2016,16,sainz,16,1:35.605,1:35.374,
2016,16,ericsson,17,1:35.816,,
2016,16,nasr,18,1:35.949,,
2016,16,jolyon_palmer,19,1:35.999,,
2016,16,ocon,20,1:36.451,,
2016,16,wehrlein,21,1:36.587,,
2016,16,alonso,22,1:37.155,,
2016,17,rosberg,1,1:31.858,1:30.714,1:30.647
2016,17,hamilton,2,1:32.218,1:31.129,1:30.660
2016,17,raikkonen,3,1:31.674,1:31.406,1:30.949
2016,17,vettel,4,1:31.659,1:31.227,1:31.028
2016,17,max_verstappen,5,1:32.487,1:31.489,1:31.178
2016,17,ricciardo,6,1:32.538,1:31.719,1:31.240
2016,17,perez,7,1:32.682,1:32.237,1:31.961
2016,17,grosjean,8,1:32.458,1:32.176,1:31.961
2016,17,hulkenberg,9,1:32.448,1:32.200,1:32.142
2016,17,gutierrez,10,1:32.620,1:32.155,1:32.547
2016,17,bottas,11,1:32.383,1:32.315,
2016,17,massa,12,1:32.562,1:32.380,
2016,17,kvyat,13,1:32.645,1:32.623,
2016,17,sainz,14,1:32.789,1:32.685,
2016,17,alonso,15,1:32.819,1:32.689,
2016,17,jolyon_palmer,16,1:32.796,1:32.807,
2016,17,button,17,1:32.851,,
2016,17,kevin_magnussen,18,1:33.023,,
2016,17,ericsson,19,1:33.222,,
2016,17,nasr,20,1:33.332,,
2016,17,ocon,21,1:33.353,,
2016,17,wehrlein,22,1:33.561,,
2016,18,hamilton,1,1:36.296,1:36.450,1:34.999
2016,18,rosberg,2,1:36.397,1:36.351,1:35.215
2016,18,ricciardo,3,1:36.759,1:36.255,1:35.509
2016,18,max_verstappen,4,1:36.613,1:36.857,1:35.747
2016,18,raikkonen,5,1:36.985,1:36.584,1:36.131
2016,18,vettel,6,1:37.151,1:36.462,1:36.358
2016,18,hulkenberg,7,1:36.950,1:36.626,1:36.628
2016,18,bottas,8,1:37.456,1:37.202,1:37.116
2016,18,massa,9,1:37.402,1:37.214,1:37.269
2016,18,sainz,10,1:37.744,1:37.175,1:37.326
2016,18,perez,11,1:37.345,1:37.353,
2016,18,alonso,12,1:37.913,1:37.417,
2016,18,kvyat,13,1:37.844,1:37.480,
2016,18,gutierrez,14,1:38.053,1:37.773,
2016,18,jolyon_palmer,15,1:38.084,1:37.935,
2016,18,ericsson,16,1:38.040,1:39.356,
2016,18,grosjean,17,1:38.308,,
2016,18,kevin_magnussen,18,1:38.317,,
2016,18,button,19,1:38.327,,
2016,18,wehrlein,20,1:38.548,,
2016,18,nasr,21,1:38.583,,
2016,18,ocon,22,1:38.806,,
2016,19,hamilton,1,1:19.447,1:19.137,1:18.704
2016,19,rosberg,2,1:19.996,1:19.761,1:18.958
2016,19,max_verstappen,3,1:19.874,1:18.972,1:19.054
2016,19,ricciardo,4,1:19.713,1:19.553,1:19.133
2016,19,hulkenberg,5,1:20.599,1:19.769,1:19.330
2016,19,raikkonen,6,1:19.554,1:19.936,1:19.376
2016,19,vettel,7,1:19.865,1:19.385,1:19.381
2016,19,bottas,8,1:20.338,1:19.958,1:19.551
2016,19,massa,9,1:20.423,1:20.151,1:20.032
2016,19,sainz,10,1:20.457,1:20.169,1:20.378
2016,19,alonso,11,1:20.552,1:20.282,
2016,19,perez,12,1:20.308,1:20.287,
2016,19,button,13,1:21.333,1:20.673,
2016,19,kevin_magnussen,14,1:21.254,1:21.131,
2016,19,ericsson,15,1:21.062,1:21.536,
2016,19,wehrlein,16,1:21.363,1:21.785,
2016,19,gutierrez,17,1:21.401,,
2016,19,kvyat,18,1:21.454,,
2016,19,nasr,19,1:21.692,,
2016,19,ocon,20,1:21.881,,
2016,19,grosjean,21,1:21.916,,
2016,20,hamilton,1,1:11.511,1:11.238,1:10.736
2016,20,rosberg,2,1:11.815,1:11.373,1:10.838
2016,20,raikkonen,3,1:12.100,1:12.301,1:11.404
2016,20,max_verstappen,4,1:11.957,1:11.834,1:11.485
2016,20,vettel,5,1:12.159,1:12.010,1:11.495
2016,20,ricciardo,6,1:12.409,1:12.047,1:11.540
2016,20,grosjean,7,1:12.893,1:12.343,1:11.937
2016,20,hulkenberg,8,1:12.428,1:12.360,1:12.104
2016,20,perez,9,1:12.684,1:12.331,1:12.165
2016,20,alonso,10,1:12.700,1:12.312,1:12.266
2016,20,bottas,11,1:12.680,1:12.420,
2016,20,gutierrez,12,1:13.052,1:12.431,
2016,20,massa,13,1:12.432,1:12.521,
2016,20,kvyat,14,1:13.071,1:12.726,
2016,20,sainz,15,1:12.950,1:12.920,
2016,20,jolyon_palmer,16,1:13.259,1:13.258,
2016,20,button,17,1:13.276,,
2016,20,kevin_magnussen,18,1:13.410,,
2016,20,wehrlein,19,1:13.427,,
2016,20,ocon,20,1:13.432,,
2016,20,ericsson,21,1:13.623,,
2016,20,nasr,22,1:13.681,,
2016,21,hamilton,1,1:39.487,1:39.382,1:38.755
2016,21,rosberg,2,1:40.511,1:39.490,1:39.058
2016,21,ricciardo,3,1:41.002,1:40.429,1:39.589
2016,21,raikkonen,4,1:40.338,1:39.629,1:39.604
2016,21,vettel,5,1:40.341,1:40.034,1:39.661
2016,21,max_verstappen,6,1:40.424,1:39.903,1:39.818
2016,21,hulkenberg,7,1:41.000,1:40.709,1:40.501
2016,21,perez,8,1:40.864,1:40.743,1:40.519
2016,21,alonso,9,1:41.616,1:41.044,1:41.106
2016,21,massa,10,1:41.157,1:40.858,1:41.213
2016,21,bottas,11,1:41.192,1:41.084,
2016,21,button,12,1:41.158,1:41.272,
2016,21,gutierrez,13,1:41.639,1:41.480,
2016,21,grosjean,14,1:41.467,1:41.564,
2016,21,jolyon_palmer,15,1:41.775,1:41.820,
2016,21,wehrlein,16,1:41.886,1:41.995,
2016,21,kvyat,17,1:42.003,,
2016,21,kevin_magnussen,18,1:42.142,,
2016,21,nasr,19,1:42.247,,
2016,21,ocon,20,1:42.286,,
2016,21,sainz,21,1:42.393,,
2016,21,ericsson,22,1:42.637,,
2017,1,hamilton,1,1:24.191,1:23.251,1:22.188
2017,1,vettel,2,1:25.210,1:23.401,1:22.456
2017,1,bottas,3,1:24.514,1:23.215,1:22.481
2017,1,raikkonen,4,1:24.352,1:23.376,1:23.033
2017,1,max_verstappen,5,1:24.482,1:24.092,1:23.485
2017,1,grosjean,6,1:25.419,1:24.718,1:24.074
2017,1,massa,7,1:25.099,1:24.597,1:24.443
2017,1,sainz,8,1:25.542,1:24.997,1:24.487
2017,1,kvyat,9,1:25.970,1:24.864,1:24.512
2017,1,ricciardo,10,1:25.383,1:23.989,
2017,1,perez,11,1:25.064,1:25.081,
2017,1,hulkenberg,12,1:24.975,1:25.091,
2017,1,alonso,13,1:25.872,1:25.425,
2017,1,ocon,14,1:26.009,1:25.568,
2017,1,ericsson,15,1:26.236,1:26.465,
2017,1,giovinazzi,16,1:26.419,,
2017,1,kevin_magnussen,17,1:26.847,,
2017,1,vandoorne,18,1:26.858,,
2017,1,stroll,19,1:27.143,,
2017,1,jolyon_palmer,20,1:28.244,,
2017,2,hamilton,1,1:33.333,1:32.406,1:31.678
2017,2,vettel,2,1:33.078,1:32.391,1:31.864
2017,2,bottas,3,1:33.684,1:32.552,1:31.865
2017,2,raikkonen,4,1:33.341,1:32.181,1:32.140
2017,2,ricciardo,5,1:34.041,1:33.546,1:33.033
2017,2,massa,6,1:34.205,1:33.759,1:33.507
2017,2,hulkenberg,7,1:34.453,1:33.636,1:33.580
2017,2,perez,8,1:34.657,1:33.920,1:33.706
2017,2,kvyat,9,1:34.440,1:34.034,1:33.719
2017,2,stroll,10,1:33.986,1:34.090,1:34.220
2017,2,sainz,11,1:34.567,1:34.150,
2017,2,kevin_magnussen,12,1:34.942,1:34.164,
2017,2,alonso,13,1:34.499,1:34.372,
2017,2,ericsson,14,1:34.892,1:35.046,
2017,2,giovinazzi,15,1:34.963,,
2017,2,vandoorne,16,1:35.023,,
2017,2,grosjean,17,1:35.223,,
2017,2,jolyon_palmer,18,1:35.279,,
2017,2,max_verstappen,19,1:35.433,,
2017,2,ocon,20,1:35.496,,
2017,3,bottas,1,1:31.041,1:29.555,1:28.769
2017,3,hamilton,2,1:30.814,1:29.535,1:28.792
2017,3,vettel,3,1:31.037,1:29.596,1:29.247
2017,3,ricciardo,4,1:31.667,1:30.497,1:29.545
2017,3,raikkonen,5,1:30.988,1:29.843,1:29.567
2017,3,max_verstappen,6,1:30.904,1:30.307,1:29.687
2017,3,hulkenberg,7,1:31.057,1:30.169,1:29.842
2017,3,massa,8,1:31.373,1:30.677,1:30.074
2017,3,grosjean,9,1:31.691,1:30.857,1:30.763
2017,3,jolyon_palmer,10,1:31.458,1:30.899,1:31.074
2017,3,kvyat,11,1:31.531,1:30.923,
2017,3,stroll,12,1:31.748,1:31.168,
2017,3,wehrlein,13,1:31.995,1:31.414,
2017,3,ocon,14,1:31.774,1:31.684,
2017,3,alonso,15,1:32.054,,
2017,3,sainz,16,1:32.118,,
2017,3,vandoorne,17,1:32.313,,
2017,3,perez,18,1:32.318,,
2017,3,ericsson,19,1:32.543,,
2017,3,kevin_magnussen,20,1:32.900,,
2017,4,vettel,1,1:34.493,1:34.038,1:33.194
2017,4,raikkonen,2,1:34.953,1:33.663,1:33.253
2017,4,bottas,3,1:34.041,1:33.264,1:33.289
2017,4,hamilton,4,1:34.409,1:33.760,1:33.767
2017,4,ricciardo,5,1:35.560,1:35.483,1:34.905
2017,4,massa,6,1:35.828,1:35.049,1:35.110
2017,4,max_verstappen,7,1:35.301,1:35.221,1:35.161
2017,4,hulkenberg,8,1:35.507,1:35.328,1:35.285
2017,4,perez,9,1:36.185,1:35.513,1:35.337
2017,4,ocon,10,1:35.372,1:35.729,1:35.430
2017,4,sainz,11,1:35.827,1:35.948,
2017,4,stroll,12,1:36.279,1:35.964,
2017,4,kvyat,13,1:35.984,1:35.968,
2017,4,kevin_magnussen,14,1:36.408,1:36.017,
2017,4,alonso,15,1:36.353,1:36.660,
2017,4,jolyon_palmer,16,1:36.462,,
2017,4,vandoorne,17,1:37.070,,
2017,4,wehrlein,18,1:37.332,,
