season,round,driver_id,qualifying_position,q1,q2,q3
2025,9,norris,2,1:12.799,1:12.056,1:11.755
2025,9,max_verstappen,3,1:12.798,1:12.358,1:11.848
2025,9,russell,4,1:12.806,1:12.407,1:11.848
2025,9,hamilton,5,1:13.058,1:12.447,1:12.045
2025,9,antonelli,6,1:12.815,1:12.585,1:12.111
2025,9,leclerc,7,1:13.014,1:12.495,1:12.131
2025,9,gasly,8,1:13.081,1:12.611,1:12.199
2025,9,hadjar,9,1:13.139,1:12.461,1:12.252
2025,9,alonso,10,1:13.102,1:12.523,1:12.284
2025,9,albon,11,1:13.044,1:12.641,
2025,9,bortoleto,12,1:13.045,1:12.756,
2025,9,lawson,13,1:13.039,1:12.763,
2025,9,stroll,14,1:13.038,1:13.058,
2025,9,bearman,15,1:13.074,1:13.315,
2025,9,hulkenberg,16,1:13.190,,
2025,9,ocon,17,1:13.201,,
2025,9,sainz,18,1:13.203,,
2025,9,colapinto,19,1:13.334,,
2025,9,tsunoda,20,1:13.385,,
2025,10,russell,1,1:12.075,1:11.570,1:10.899
2025,10,max_verstappen,2,1:12.054,1:11.638,1:11.059
2025,10,piastri,3,1:11.939,1:11.715,1:11.120
2025,10,antonelli,4,1:12.279,1:11.974,1:11.391
2025,10,hamilton,5,1:11.952,1:11.885,1:11.526
2025,10,alonso,6,1:12.073,1:11.805,1:11.586
2025,10,norris,7,1:11.826,1:11.599,1:11.625
2025,10,leclerc,8,1:12.038,1:11.626,1:11.682
2025,10,hadjar,9,1:12.211,1:12.003,1:11.867
2025,10,albon,10,1:12.090,1:11.892,1:11.907
2025,10,tsunoda,11,1:12.334,1:12.102,
2025,10,colapinto,12,1:12.234,1:12.142,
2025,10,hulkenberg,13,1:12.323,1:12.183,
2025,10,bearman,14,1:12.306,1:12.340,
2025,10,ocon,15,1:12.378,1:12.634,
2025,10,bortoleto,16,1:12.385,,
2025,10,sainz,17,1:12.398,,
2025,10,stroll,18,1:12.517,,
2025,10,lawson,19,1:12.525,,
2025,10,gasly,20,1:12.667,,
2025,11,norris,1,1:04.672,1:04.410,1:03.971
2025,11,leclerc,2,1:05.197,1:04.734,1:04.492
2025,11,piastri,3,1:04.966,1:04.556,1:04.554
2025,11,hamilton,4,1:05.115,1:04.896,1:04.582
2025,11,russell,5,1:05.189,1:04.860,1:04.763
2025,11,lawson,6,1:05.017,1:05.041,1:04.926
2025,11,max_verstappen,7,1:05.106,1:04.836,1:04.929
2025,11,bortoleto,8,1:05.123,1:04.846,1:05.132
2025,11,antonelli,9,1:05.178,1:05.052,1:05.276
2025,11,gasly,10,1:05.054,1:04.846,1:05.649
2025,11,alonso,11,1:05.197,1:05.128,
2025,11,albon,12,1:05.143,1:05.205,
2025,11,hadjar,13,1:05.063,1:05.226,
2025,11,colapinto,14,1:05.278,1:05.288,
2025,11,bearman,15,1:05.218,1:05.312,
2025,11,stroll,16,1:05.329,,
2025,11,ocon,17,1:05.364,,
2025,11,tsunoda,18,1:05.369,,
2025,11,sainz,19,1:05.582,,
2025,11,hulkenberg,20,1:05.606,,
2025,12,max_verstappen,1,1:25.886,1:25.316,1:24.892
2025,12,piastri,2,1:25.963,1:25.316,1:24.995
2025,12,norris,3,1:26.123,1:25.231,1:25.010
2025,12,russell,4,1:26.236,1:25.637,1:25.029
2025,12,hamilton,5,1:26.296,1:25.084,1:25.095
2025,12,leclerc,6,1:26.186,1:25.133,1:25.121
2025,12,antonelli,7,1:26.265,1:25.620,1:25.374
2025,12,bearman,8,1:26.005,1:25.534,1:25.471
2025,12,alonso,9,1:26.108,1:25.593,1:25.621
2025,12,gasly,10,1:26.328,1:25.711,1:25.785
2025,12,sainz,11,1:26.175,1:25.746,
2025,12,tsunoda,12,1:26.275,1:25.826,
2025,12,hadjar,13,1:26.177,1:25.864,
2025,12,albon,14,1:26.093,1:25.889,
2025,12,ocon,15,1:26.136,1:25.950,
2025,12,lawson,16,1:26.440,,
2025,12,bortoleto,17,1:26.446,,
2025,12,stroll,18,1:26.504,,
2025,12,hulkenberg,19,1:26.574,,
2025,12,colapinto,20,1:27.060,,
2025,13,norris,1,1:41.010,1:40.715,1:40.562
2025,13,piastri,2,1:41.201,1:40.626,1:40.647
2025,13,leclerc,3,1:41.635,1:41.084,1:40.900
2025,13,max_verstappen,4,1:41.334,1:40.951,1:40.903
2025,13,albon,5,1:41.772,1:41.505,1:41.201
2025,13,russell,6,1:41.784,1:41.254,1:41.260
2025,13,tsunoda,7,1:41.840,1:41.245,1:41.284
2025,13,hadjar,8,1:41.572,1:41.281,1:41.310
2025,13,lawson,9,1:41.748,1:41.297,1:41.328
2025,13,bortoleto,10,1:41.908,1:41.336,1:42.387
2025,13,ocon,11,1:41.884,1:41.525,
2025,13,bearman,12,1:41.617,1:41.617,
2025,13,gasly,13,1:41.800,1:41.633,
2025,13,hulkenberg,14,1:41.844,1:41.707,
2025,13,sainz,15,1:41.691,1:41.758,
2025,13,hamilton,16,1:41.939,,
2025,13,colapinto,17,1:42.022,,
2025,13,antonelli,18,1:42.139,,
2025,13,alonso,19,1:42.385,,
2025,13,stroll,20,1:42.502,,
2025,14,leclerc,1,1:15.582,1:15.455,1:15.372
2025,14,piastri,2,1:15.211,1:14.941,1:15.398
2025,14,norris,3,1:15.523,1:14.890,1:15.413
2025,14,russell,4,1:15.627,1:15.201,1:15.425
2025,14,alonso,5,1:15.281,1:15.395,1:15.481
2025,14,stroll,6,1:15.673,1:15.129,1:15.498
2025,14,bortoleto,7,1:15.586,1:15.687,1:15.725
2025,14,max_verstappen,8,1:15.736,1:15.547,1:15.728
2025,14,lawson,9,1:15.849,1:15.630,1:15.821
2025,14,hadjar,10,1:15.516,1:15.469,1:15.915
2025,14,bearman,11,1:15.750,1:15.694,
2025,14,hamilton,12,1:15.733,1:15.702,
2025,14,sainz,13,1:15.652,1:15.781,
2025,14,colapinto,14,1:15.875,1:16.159,
2025,14,antonelli,15,1:15.782,1:16.386,
2025,14,tsunoda,16,1:15.899,,
2025,14,gasly,17,1:15.966,,
2025,14,ocon,18,1:16.023,,
2025,14,hulkenberg,19,1:16.081,,
2025,14,albon,20,1:16.223,,
2025,15,piastri,1,1:09.338,1:08.964,1:08.662
2025,15,norris,2,1:09.469,1:08.874,1:08.674
2025,15,max_verstappen,3,1:09.696,1:09.122,1:08.925
2025,15,hadjar,4,1:09.966,1:09.439,1:09.208
2025,15,russell,5,1:09.676,1:09.313,1:09.255
2025,15,leclerc,6,1:09.906,1:09.304,1:09.340
2025,15,hamilton,7,1:09.900,1:09.261,1:09.390
2025,15,lawson,8,1:09.779,1:09.383,1:09.500
2025,15,sainz,9,1:09.980,1:09.472,1:09.505
2025,15,alonso,10,1:09.950,1:09.366,1:09.630
2025,15,antonelli,11,1:09.845,1:09.493,
2025,15,tsunoda,12,1:09.954,1:09.622,
2025,15,bortoleto,13,1:10.037,1:09.622,
2025,15,gasly,14,1:09.894,1:09.637,
2025,15,albon,15,1:09.792,1:09.652,
2025,15,colapinto,16,1:10.104,,
2025,15,hulkenberg,17,1:10.195,,
2025,15,ocon,18,1:10.197,,
2025,15,bearman,19,1:10.262,,
2025,15,stroll,20,,,
2025,16,max_verstappen,1,1:19.455,1:19.140,1:18.792
2025,16,norris,2,1:19.517,1:19.293,1:18.869
2025,16,piastri,3,1:19.711,1:19.286,1:18.982
2025,16,leclerc,4,1:19.689,1:19.310,1:19.007
2025,16,hamilton,5,1:19.765,1:19.371,1:19.124
2025,16,russell,6,1:19.414,1:19.287,1:19.157
2025,16,antonelli,7,1:19.747,1:19.245,1:19.200
2025,16,bortoleto,8,1:19.688,1:19.323,1:19.390
2025,16,alonso,9,1:19.658,1:19.362,1:19.424
2025,16,tsunoda,10,1:19.619,1:19.433,1:19.519
2025,16,bearman,11,1:19.688,1:19.446,
2025,16,hulkenberg,12,1:19.777,1:19.498,
2025,16,sainz,13,1:19.644,1:19.528,
2025,16,albon,14,1:19.837,1:19.583,
2025,16,ocon,15,1:19.816,1:19.707,
2025,16,hadjar,16,1:19.917,,
2025,16,stroll,17,1:19.948,,
2025,16,colapinto,18,1:19.992,,
2025,16,gasly,19,1:20.103,,
2025,16,lawson,20,1:20.279,,
2025,17,max_verstappen,1,1:41.331,1:41.255,1:41.117
2025,17,sainz,2,1:42.635,1:41.675,1:41.595
2025,17,lawson,3,1:42.257,1:41.537,1:41.707
2025,17,antonelli,4,1:42.247,1:41.464,1:41.717
2025,17,russell,5,1:41.646,1:41.455,1:42.070
2025,17,tsunoda,6,1:42.347,1:41.788,1:42.143
2025,17,norris,7,1:41.322,1:41.396,1:42.239
2025,17,hadjar,8,1:41.656,1:41.647,1:42.372
2025,17,piastri,9,1:41.839,1:41.414,
2025,17,leclerc,10,1:41.458,1:41.519,
2025,17,alonso,11,1:42.211,1:41.857,
2025,17,hamilton,12,1:41.821,1:42.183,
2025,17,bortoleto,13,1:42.511,1:42.277,
2025,17,stroll,14,1:42.101,1:43.061,
2025,17,bearman,15,1:42.666,,
2025,17,colapinto,16,1:42.779,,
2025,17,hulkenberg,17,1:42.916,,
2025,17,gasly,18,1:43.139,,
2025,17,albon,19,1:43.778,,
2025,17,ocon,20,,,
2025,18,russell,1,1:29.928,1:29.562,1:29.158
2025,18,max_verstappen,2,1:30.028,1:29.572,1:29.340
2025,18,piastri,3,1:30.313,1:29.813,1:29.524
2025,18,antonelli,4,1:30.036,1:29.649,1:29.537
2025,18,norris,5,1:29.932,1:29.809,1:29.586
2025,18,hamilton,6,1:29.765,1:29.936,1:29.688
2025,18,leclerc,7,1:30.370,1:29.914,1:29.784
2025,18,hadjar,8,1:30.214,1:30.016,1:29.846
2025,18,bearman,9,1:30.420,1:30.076,1:29.868
2025,18,alonso,10,1:30.745,1:30.054,1:29.955
2025,18,hulkenberg,11,1:30.715,1:30.141,
2025,18,lawson,12,1:30.681,1:30.320,
2025,18,tsunoda,13,1:30.574,1:30.353,
2025,18,bortoleto,14,1:30.820,,
2025,18,stroll,15,1:30.949,,
2025,18,colapinto,16,1:30.982,,
2025,18,ocon,17,1:30.989,,
2025,18,gasly,18,1:31.261,,
2025,18,albon,19,,,
2025,18,sainz,20,,,
2025,19,max_verstappen,1,1:33.207,1:32.701,1:32.510
2025,19,norris,2,1:33.843,1:32.876,1:32.801
2025,19,leclerc,3,1:33.525,1:32.869,1:32.807
2025,19,russell,4,1:33.311,1:33.058,1:32.826
2025,19,hamilton,5,1:33.685,1:32.914,1:32.912
2025,19,piastri,6,1:33.746,1:33.228,1:33.084
2025,19,antonelli,7,1:33.501,1:33.044,1:33.114
2025,19,bearman,8,1:33.921,1:33.238,1:33.139
2025,19,sainz,9,1:33.739,1:33.124,1:33.150
2025,19,alonso,10,1:33.741,1:33.237,1:33.160
2025,19,hulkenberg,11,1:33.551,1:33.334,
2025,19,lawson,12,1:33.549,1:33.360,
2025,19,tsunoda,13,1:33.935,1:33.466,
2025,19,gasly,14,1:33.599,1:33.651,
2025,19,colapinto,15,1:34.039,1:34.044,
2025,19,bortoleto,16,1:34.125,,
2025,19,ocon,17,1:34.136,,
2025,19,stroll,18,1:34.540,,
2025,19,albon,19,1:34.690,,
2025,19,hadjar,20,,,
2025,20,norris,1,1:16.899,1:16.252,1:15.586
2025,20,leclerc,2,1:17.024,1:16.658,1:15.848
2025,20,hamilton,3,1:16.736,1:16.458,1:15.938
2025,20,russell,4,1:16.895,1:16.537,1:16.034
2025,20,max_verstappen,5,1:17.076,1:16.605,1:16.070
2025,20,antonelli,6,1:17.291,1:16.773,1:16.118
2025,20,sainz,7,1:17.171,1:16.607,1:16.172
2025,20,piastri,8,1:17.158,1:16.737,1:16.174
2025,20,hadjar,9,1:16.733,1:16.804,1:16.252
2025,20,bearman,10,1:17.040,1:16.787,1:16.460
2025,20,tsunoda,11,1:17.234,1:16.816,
2025,20,ocon,12,1:16.948,1:16.837,
2025,20,hulkenberg,13,1:17.251,1:17.016,
2025,20,alonso,14,1:17.232,1:17.103,
2025,20,lawson,15,1:16.961,1:18.072,
2025,20,bortoleto,16,1:17.412,,
2025,20,albon,17,1:17.490,,
2025,20,gasly,18,1:17.546,,
2025,20,stroll,19,1:17.606,,
2025,20,colapinto,20,1:17.670,,
2025,21,norris,1,1:09.656,1:09.616,1:09.511
2025,21,antonelli,2,1:10.192,1:09.774,1:09.685
2025,21,leclerc,3,1:09.934,1:09.801,1:09.805
2025,21,piastri,4,1:09.928,1:09.835,1:09.886
2025,21,hadjar,5,1:10.083,1:09.970,1:09.931
2025,21,russell,6,1:09.935,1:09.880,1:09.942
2025,21,lawson,7,1:10.108,1:09.950,1:09.962
2025,21,bearman,8,1:09.891,1:09.755,1:09.977
2025,21,gasly,9,1:09.885,1:09.857,1:10.002
2025,21,hulkenberg,10,1:10.337,1:09.985,1:10.039
2025,21,alonso,11,1:10.181,1:10.001,
2025,21,albon,12,1:10.115,1:10.053,
2025,21,hamilton,13,1:10.016,1:10.100,
2025,21,stroll,14,1:10.041,1:10.161,
2025,21,sainz,15,1:10.184,1:10.472,
2025,21,max_verstappen,16,1:10.403,,
2025,21,ocon,17,1:10.438,,
2025,21,colapinto,18,1:10.632,,
2025,21,tsunoda,19,1:10.711,,
2025,22,norris,1,1:55.473,1:51.379,1:47.934
2025,22,max_verstappen,2,1:53.458,1:51.593,1:48.257
2025,22,sainz,3,1:54.873,1:51.144,1:48.296
2025,22,russell,4,1:53.144,1:50.935,1:48.803
2025,22,piastri,5,1:54.544,1:52.126,1:48.961
2025,22,lawson,6,1:54.828,1:51.621,1:49.062
2025,22,alonso,7,1:53.739,1:51.865,1:49.466
2025,22,hadjar,8,1:55.613,1:51.120,1:49.554
2025,22,leclerc,9,1:54.814,1:51.952,1:49.872
2025,22,gasly,10,1:54.432,1:51.760,1:51.540
2025,22,hulkenberg,11,1:54.555,1:52.781,
2025,22,stroll,12,1:54.416,1:52.850,
2025,22,ocon,13,1:54.635,1:52.987,
2025,22,bearman,14,1:56.016,1:53.094,
2025,22,colapinto,15,1:54.847,1:53.683,
2025,22,albon,16,1:56.220,,
2025,22,antonelli,17,1:56.314,,
2025,22,bortoleto,18,1:56.674,,
2025,22,tsunoda,19,1:56.798,,
2025,22,hamilton,20,1:57.115,,
2025,23,piastri,1,1:20.234,1:19.650,1:19.387
2025,23,norris,2,1:20.157,1:19.861,1:19.495
2025,23,max_verstappen,3,1:20.472,1:19.985,1:19.651
2025,23,russell,4,1:20.074,1:20.186,1:19.662
2025,23,antonelli,5,1:20.576,1:20.084,1:19.846
2025,23,hadjar,6,1:20.603,1:20.350,1:20.114
2025,23,sainz,7,1:20.520,1:20.251,1:20.287
2025,23,alonso,8,1:20.598,1:20.219,1:20.418
2025,23,gasly,9,1:20.681,1:20.324,1:20.477
2025,23,leclerc,10,1:20.564,1:20.343,1:20.561
2025,23,hulkenberg,11,1:20.630,1:20.353,
2025,23,lawson,12,1:20.539,1:20.433,
2025,23,bearman,13,1:20.548,1:20.438,
2025,23,bortoleto,14,1:20.653,1:20.534,
2025,23,albon,15,1:20.629,1:20.629,
2025,23,tsunoda,16,1:20.761,,
2025,23,ocon,17,1:20.864,,
2025,23,hamilton,18,1:20.907,,
2025,23,stroll,19,1:21.058,,
2025,23,colapinto,20,1:21.137,,
2025,24,max_verstappen,1,1:22.877,1:22.752,1:22.207
2025,24,norris,2,1:23.178,1:22.804,1:22.408
2025,24,piastri,3,1:22.605,1:23.021,1:22.437
2025,24,russell,4,1:23.247,1:22.730,1:22.645
2025,24,leclerc,5,1:23.163,1:22.948,1:22.730
2025,24,alonso,6,1:23.071,1:22.861,1:22.902
2025,24,bortoleto,7,1:23.374,1:22.874,1:22.904
2025,24,ocon,8,1:23.334,1:23.023,1:22.913
2025,24,hadjar,9,1:23.373,1:22.997,1:23.072
2025,24,tsunoda,10,1:23.386,1:23.034,
2025,24,bearman,11,1:23.254,1:23.041,
2025,24,sainz,12,1:23.187,1:23.042,
2025,24,lawson,13,1:23.265,1:23.077,
2025,24,antonelli,14,1:22.894,1:23.080,
2025,24,stroll,15,1:23.316,1:23.097,
2025,24,hamilton,16,1:23.394,,
2025,24,albon,17,1:23.416,,
2025,24,hulkenberg,18,1:23.450,,
2025,24,gasly,19,1:23.468,,
2025,24,colapinto,20,1:23.890,,
